"type_est","modulo","course_branch_lesson_name","item","course_item_type_desc","part_modulo","part_leccion","part_item","prom_intentos","completitud_modulo","completitud_lec"
A,Números racionales,Decimales,Sistema métrico decimal (actividad de aprendizaje),ungraded lti,96,7,,,0.5238095238095238,0.7142857142857143
A,Números racionales,Razón y proporción,Proporcionalidad entre cantidades,lecture,96,23,7,,0.5238095238095238,0.8148148148148149
A,Números racionales,Razón y proporción,Mapa conceptual de razón y proporción,supplement,96,23,,,0.5238095238095238,0.8148148148148149
A,Números racionales,Razón y proporción,Cantidad desconocida,quiz,96,23,5,,0.5238095238095238,0.8148148148148149
A,Números racionales,Razón y proporción,Resumen de las cuestiones claves de los números racionales,lecture,96,23,6,,0.5238095238095238,0.8148148148148149
A,Números racionales,Razón y proporción,Mapa conceptual del resumen de las cuestiones claves de los números racionales,supplement,96,23,,,0.5238095238095238,0.8148148148148149
A,Números racionales,Razón y proporción,Perímetro - lado del cuadrado (actividad de aprendizaje),ungraded lti,96,23,,,0.5238095238095238,0.8148148148148149
A,Números racionales,Razón y proporción,Mapa conceptual del módulo,supplement,96,23,,,0.5238095238095238,0.8148148148148149
A,Números racionales,Razón y proporción,Cuestionario final módulo números racionales,exam,96,23,5,1.6000000000000000,0.5238095238095238,0.8148148148148149
A,Números racionales,Razón y proporción,Bibliografía: Números racionales,supplement,96,23,,,0.5238095238095238,0.8148148148148149
A,Geometría elemental del plano,Nociones geométricas básicas,Introducción a geometría elemental del plano,lecture,55,19,7,,0.6130952380952381,0.8571428571428571
A,Geometría elemental del plano,Nociones geométricas básicas,Mapa conceptual de la introducción a geometría elemental del plano,supplement,55,19,,,0.6130952380952381,0.8571428571428571
A,Geometría elemental del plano,Nociones geométricas básicas,Geometría,quiz,55,19,6,,0.6130952380952381,0.8571428571428571
A,Geometría elemental del plano,Nociones geométricas básicas,Nociones básicas,lecture,55,19,6,,0.6130952380952381,0.8571428571428571
A,Geometría elemental del plano,Nociones geométricas básicas,Mapa conceptual de las nociones básicas,supplement,55,19,,,0.6130952380952381,0.8571428571428571
A,Geometría elemental del plano,Nociones geométricas básicas,Segmentos (actividad de aprendizaje),ungraded lti,55,19,,,0.6130952380952381,0.8571428571428571
A,Geometría elemental del plano,Polígonos y otras figuras geométricas planas,Características de los polígonos,lecture,55,11,6,,0.6130952380952381,0.75
A,Geometría elemental del plano,Polígonos y otras figuras geométricas planas,Mapa conceptual de las figuras planas,supplement,55,11,,,0.6130952380952381,0.75
A,Geometría elemental del plano,Polígonos y otras figuras geométricas planas,Figuras geométricas,quiz,55,11,5,,0.6130952380952381,0.75
A,Geometría elemental del plano,Polígonos y otras figuras geométricas planas,Poligonal y polígono (actividad de aprendizaje),ungraded lti,55,11,,,0.6130952380952381,0.75
A,Geometría elemental del plano,Los triángulos (tipos y propiedades),Características de los triángulos,lecture,55,9,5,,0.6130952380952381,0.72
A,Geometría elemental del plano,Los triángulos (tipos y propiedades),Mapa conceptual de los triángulos,supplement,55,9,,,0.6130952380952381,0.72
A,Geometría elemental del plano,Los triángulos (tipos y propiedades),Triángulos,quiz,55,9,4,,0.6130952380952381,0.72
A,Geometría elemental del plano,Los triángulos (tipos y propiedades),Clasificación de triángulos (actividad de aprendizaje),ungraded lti,55,9,,,0.6130952380952381,0.72
A,Geometría elemental del plano,Los triángulos (tipos y propiedades),Medidas de ángulos (actividad de aprendizaje),ungraded lti,55,9,,,0.6130952380952381,0.72
A,Geometría elemental del plano,Los cuadriláteros (tipos y propiedades),Tipos de cuadriláteros,lecture,55,16,5,,0.6130952380952381,0.6888888888888889
A,Geometría elemental del plano,Los cuadriláteros (tipos y propiedades),Mapa conceptual de los cuadriláteros,supplement,55,16,,,0.6130952380952381,0.6888888888888889
A,Geometría elemental del plano,Los cuadriláteros (tipos y propiedades),Clasificación de cuadriláteros (actividad de aprendizaje),ungraded lti,55,16,,,0.6130952380952381,0.6888888888888889
A,Geometría elemental del plano,Los cuadriláteros (tipos y propiedades),Clasificación de figuras,quiz,55,16,3,,0.6130952380952381,0.6888888888888889
A,Geometría elemental del plano,Los cuadriláteros (tipos y propiedades),Resumen de las cuestiones claves de la geometría elemental del plano,lecture,55,16,4,,0.6130952380952381,0.6888888888888889
A,Geometría elemental del plano,Los cuadriláteros (tipos y propiedades),Mapa conceptual del resumen de las cuestiones claves de la geometría elemental del plano,supplement,55,16,,,0.6130952380952381,0.6888888888888889
A,Geometría elemental del plano,Los cuadriláteros (tipos y propiedades),Mapa conceptual del módulo,supplement,55,16,,,0.6130952380952381,0.6888888888888889
A,Geometría elemental del plano,Los cuadriláteros (tipos y propiedades),Cuestionario final módulo geometría elemental del plano,exam,55,16,4,3.0000000000000000,0.6130952380952381,0.6888888888888889
A,Geometría elemental del plano,Los cuadriláteros (tipos y propiedades),Bibliografía geometría elemental del plano,supplement,55,16,,,0.6130952380952381,0.6888888888888889
A,Magnitudes y medidas. Medidas directas,¿Qué es una magnitud? Tipos de magnitudes,Introducción a los tipos de magnitudes,lecture,19,8,3,,0.4871794871794872,0.7142857142857143
A,Magnitudes y medidas. Medidas directas,¿Qué es una magnitud? Tipos de magnitudes,Mapa conceptual de la introducción a los tipos de magnitudes,supplement,19,8,,,0.4871794871794872,0.7142857142857143
A,Magnitudes y medidas. Medidas directas,¿Qué es una magnitud? Tipos de magnitudes,Magnitud,quiz,19,8,3,,0.4871794871794872,0.7142857142857143
A,Magnitudes y medidas. Medidas directas,¿Qué es una magnitud? Tipos de magnitudes,¿Qué es una magnitud?,lecture,19,8,2,,0.4871794871794872,0.7142857142857143
A,Magnitudes y medidas. Medidas directas,¿Qué es una magnitud? Tipos de magnitudes,Mapa conceptual de los tipos de magnitudes,supplement,19,8,,,0.4871794871794872,0.7142857142857143
A,Magnitudes y medidas. Medidas directas,¿Qué es una magnitud? Tipos de magnitudes,El experimento de Arquímedes (actividad de aprendizaje),ungraded lti,19,8,,,0.4871794871794872,0.7142857142857143
A,Magnitudes y medidas. Medidas directas,¿Qué es una magnitud? Tipos de magnitudes,El lingote y la corona (actividad de aprendizaje),ungraded lti,19,8,,,0.4871794871794872,0.7142857142857143
A,Magnitudes y medidas. Medidas directas,Medida de magnitudes y unidades de medida: conceptos y procedimientos,Medida de magnitudes y unidades de medida,lecture,19,2,2,,0.4871794871794872,0.5
A,Magnitudes y medidas. Medidas directas,Medida de magnitudes y unidades de medida: conceptos y procedimientos,Mapa conceptual de los conceptos y procedimientos para la medida de magnitudes,supplement,19,2,,,0.4871794871794872,0.5
A,Magnitudes y medidas. Medidas directas,Medida de magnitudes y unidades de medida: conceptos y procedimientos,Rendimiento de combustible (actividad de aprendizaje),ungraded lti,19,2,,,0.4871794871794872,0.5
A,Magnitudes y medidas. Medidas directas,Medida de magnitudes y unidades de medida: conceptos y procedimientos,El arca de Noé (actividad de aprendizaje),ungraded lti,19,2,,,0.4871794871794872,0.5
A,Magnitudes y medidas. Medidas directas,Medida directa de magnitudes,¿Cómo mides la longitud de un objeto?,lecture,19,2,2,,0.4871794871794872,0.6666666666666666
A,Magnitudes y medidas. Medidas directas,Medida directa de magnitudes,Mapa conceptual de la medida directa,supplement,19,2,,,0.4871794871794872,0.6666666666666666
A,Magnitudes y medidas. Medidas directas,Medida directa de magnitudes,Cálculo de áreas (actividad de aprendizaje),ungraded lti,19,2,,,0.4871794871794872,0.6666666666666666
A,Magnitudes y medidas. Medidas directas,Estimación,Procesos de estimación,lecture,19,2,2,,0.4871794871794872,0.5
A,Magnitudes y medidas. Medidas directas,Estimación,Mapa conceptual de estimación,supplement,19,2,,,0.4871794871794872,0.5
A,Magnitudes y medidas. Medidas directas,Estimación,Logotipo (actividad de aprendizaje),ungraded lti,19,2,,,0.4871794871794872,0.5
A,Magnitudes y medidas. Medidas directas,Estimación,Estatura (actividad de aprendizaje),ungraded lti,19,2,,,0.4871794871794872,0.5
A,Magnitudes y medidas. Medidas directas,Evolución histórica y social de las unidades de medida,Sistema métrico decimal y sistema internacional de medida,lecture,19,5,2,,0.4871794871794872,0.6875
A,Magnitudes y medidas. Medidas directas,Evolución histórica y social de las unidades de medida,Mapa conceptual del sistema internacional de medidas,supplement,19,5,,,0.4871794871794872,0.6875
A,Magnitudes y medidas. Medidas directas,Evolución histórica y social de las unidades de medida,Hectáreas (actividad de aprendizaje),ungraded lti,19,5,,,0.4871794871794872,0.6875
A,Magnitudes y medidas. Medidas directas,Evolución histórica y social de las unidades de medida,Resumen de las cuestiones claves de magnitudes y medidas,lecture,19,5,2,,0.4871794871794872,0.6875
A,Magnitudes y medidas. Medidas directas,Evolución histórica y social de las unidades de medida,Mapa conceptual del resumen de las cuestiones claves de magnitudes y medidas,supplement,19,5,,,0.4871794871794872,0.6875
A,Magnitudes y medidas. Medidas directas,Evolución histórica y social de las unidades de medida,Mapa conceptual del módulo,supplement,19,5,,,0.4871794871794872,0.6875
A,Magnitudes y medidas. Medidas directas,Evolución histórica y social de las unidades de medida,Cuestionario final módulo magnitudes y medidas,exam,19,5,1,1.00000000000000000000,0.4871794871794872,0.6875
A,Magnitudes y medidas. Medidas directas,Evolución histórica y social de las unidades de medida,Bibliografía magnitudes y medidas,supplement,19,5,,,0.4871794871794872,0.6875
A,Aplicación de los conceptos aprendidos,Cierre del curso,Construcción de un mueble (actividad de aprendizaje),ungraded lti,4,4,,,0.6666666666666666,0.6666666666666666
A,Aplicación de los conceptos aprendidos,Cierre del curso,Mapa conceptual de los conceptos aprendidos en el curso,supplement,4,4,,,0.6666666666666666,0.6666666666666666
A,Aplicación de los conceptos aprendidos,Cierre del curso,Aplicación de los conceptos aprendidos,quiz,4,4,2,,0.6666666666666666,0.6666666666666666
A,Aplicación de los conceptos aprendidos,Cierre del curso,Video de cierre del curso,lecture,4,4,2,,0.6666666666666666,0.6666666666666666
N,Bienvenida,Bienvenida al curso,Bienvenida,lecture,475,475,274,,0.5413306451612904,0.5413306451612904
N,Bienvenida,Bienvenida al curso,Presentación del curso,others,475,475,,,0.5413306451612904,0.5413306451612904
N,Bienvenida,Bienvenida al curso,Introducción al curso,lecture,475,475,201,,0.5413306451612904,0.5413306451612904
N,Bienvenida,Bienvenida al curso,Recomendaciones para el éxito,others,475,475,,,0.5413306451612904,0.5413306451612904
N,Números naturales y sistemas de numeración,Origen de los números naturales,Origen de los números naturales,lecture,1318,670,193,,0.41004109344291595,0.738219895287958
N,Números naturales y sistemas de numeración,Origen de los números naturales,Mapa conceptual del origen de los números naturales,supplement,1318,670,,,0.41004109344291595,0.738219895287958
N,Números naturales y sistemas de numeración,Origen de los números naturales,¿Qué sabes del número natural?,quiz,1318,670,178,,0.41004109344291595,0.738219895287958
N,Números naturales y sistemas de numeración,Origen de los números naturales,Historia de los números naturales,lecture,1318,670,157,,0.41004109344291595,0.738219895287958
N,Números naturales y sistemas de numeración,Origen de los números naturales,Mapa conceptual de la historia de los números naturales,supplement,1318,670,,,0.41004109344291595,0.738219895287958
N,Números naturales y sistemas de numeración,Origen de los números naturales,Relación de correspondencia,quiz,1318,670,141,,0.41004109344291595,0.738219895287958
N,Números naturales y sistemas de numeración,Origen de los números naturales,Los enchufes (actividad de aprendizaje),ungraded lti,1318,670,1,,0.41004109344291595,0.738219895287958
N,Números naturales y sistemas de numeración,Usos de los números naturales,¿En qué se  diferencian cuantificar y contar?,lecture,1318,110,108,,0.41004109344291595,0.8025
N,Números naturales y sistemas de numeración,Usos de los números naturales,Mapa conceptual de los usos de los números naturales,supplement,1318,110,,,0.41004109344291595,0.8025
N,Números naturales y sistemas de numeración,Usos de los números naturales,Compra - venta (actividad de aprendizaje),ungraded lti,1318,110,2,,0.41004109344291595,0.8025
N,Números naturales y sistemas de numeración,Usos de los números naturales,Número de identificación (actividad de aprendizaje),ungraded lti,1318,110,,,0.41004109344291595,0.8025
N,Números naturales y sistemas de numeración,Cuantificación: principios de conteo,¿Sabes cuántos pasos sigues para contar?,quiz,1318,161,85,,0.41004109344291595,0.8683544303797464
N,Números naturales y sistemas de numeración,Cuantificación: principios de conteo,¿Qué  hacemos  cuando  contamos?,lecture,1318,161,76,,0.41004109344291595,0.8683544303797464
N,Números naturales y sistemas de numeración,Cuantificación: principios de conteo,Mapa conceptual de los principios del conteo,supplement,1318,161,,,0.41004109344291595,0.8683544303797464
N,Números naturales y sistemas de numeración,Cuantificación: principios de conteo,Secuencias de conteo (actividad de aprendizaje),ungraded lti,1318,161,,,0.41004109344291595,0.8683544303797464
N,Números naturales y sistemas de numeración,Cuantificación: principios de conteo,Error de conteo de un niño (actividad de aprendizaje),ungraded lti,1318,161,,,0.41004109344291595,0.8683544303797464
N,Números naturales y sistemas de numeración,Representación de los números naturales,¿Qué es y cómo se representa un número?,quiz,1318,143,75,,0.41004109344291595,0.8297101449275363
N,Números naturales y sistemas de numeración,Representación de los números naturales,Pensemos  en  diferentes  formas de  expresar el  número  tres,lecture,1318,143,68,,0.41004109344291595,0.8297101449275363
N,Números naturales y sistemas de numeración,Representación de los números naturales,Mapa conceptual de las representaciones de los números naturales,supplement,1318,143,,,0.41004109344291595,0.8297101449275363
N,Números naturales y sistemas de numeración,Representación de los números naturales,Formas de representar un número (actividad de aprendizaje),ungraded lti,1318,143,,,0.41004109344291595,0.8297101449275363
N,Números naturales y sistemas de numeración,Sistema decimal de numeración,¿Qué es el  sistema  decimal de  numeración  ?,lecture,1318,234,58,,0.41004109344291595,0.7204861111111108
N,Números naturales y sistemas de numeración,Sistema decimal de numeración,Mapa conceptual del sistema decimal de numeración,supplement,1318,234,,,0.41004109344291595,0.7204861111111108
N,Números naturales y sistemas de numeración,Sistema decimal de numeración,Sistemas de numeración,quiz,1318,234,59,,0.41004109344291595,0.7204861111111108
N,Números naturales y sistemas de numeración,Sistema decimal de numeración,Reglas del sistema de numeración (actividad de aprendizaje),ungraded lti,1318,234,,,0.41004109344291595,0.7204861111111108
N,Números naturales y sistemas de numeración,Sistema decimal de numeración,Resumen de las cuestiones claves de los números naturales y los sistemas de numeración,lecture,1318,234,49,,0.41004109344291595,0.7204861111111108
N,Números naturales y sistemas de numeración,Sistema decimal de numeración,Mapa conceptual del resumen de las cuestiones claves de los números naturales y los sistemas de numeración,supplement,1318,234,,,0.41004109344291595,0.7204861111111108
N,Números naturales y sistemas de numeración,Sistema decimal de numeración,Mapa conceptual del módulo,supplement,1318,234,,,0.41004109344291595,0.7204861111111108
N,Números naturales y sistemas de numeración,Sistema decimal de numeración,Cuestionario final módulo números naturales y sistemas de numeración,exam,1318,234,68,1.5000000000000000,0.41004109344291595,0.7204861111111108
N,Números naturales y sistemas de numeración,Sistema decimal de numeración,Bibliografía números naturales y sistemas de numeración,supplement,1318,234,,,0.41004109344291595,0.7204861111111108
N,Aritmética de los números naturales,Significados y representaciones de las operaciones aditivas,Introducción a la aritmética de los números naturales,lecture,268,99,53,,0.3584656084656085,0.7529411764705881
N,Aritmética de los números naturales,Significados y representaciones de las operaciones aditivas,Mapa conceptual de la introducción a la aritmética de los números naturales,supplement,268,99,,,0.3584656084656085,0.7529411764705881
N,Aritmética de los números naturales,Significados y representaciones de las operaciones aditivas,Concepciones de la adición,lecture,268,99,46,,0.3584656084656085,0.7529411764705881
N,Aritmética de los números naturales,Significados y representaciones de las operaciones aditivas,Mapa conceptual de las concepciones de la adición,supplement,268,99,,,0.3584656084656085,0.7529411764705881
N,Aritmética de los números naturales,Significados y representaciones de las operaciones aditivas,Situación de ahorro (actividad de aprendizaje),ungraded lti,268,99,,,0.3584656084656085,0.7529411764705881
N,Aritmética de los números naturales,Propiedades de las operaciones aditivas,¿Cumplen las mismas propiedades la adición y la sustracción?,lecture,268,57,29,,0.3584656084656085,0.8362068965517241
N,Aritmética de los números naturales,Propiedades de las operaciones aditivas,Mapa conceptual de las propiedades de las operaciones aditivas,supplement,268,57,,,0.3584656084656085,0.8362068965517241
N,Aritmética de los números naturales,Propiedades de las operaciones aditivas,Operaciones aditivas,quiz,268,57,28,,0.3584656084656085,0.8362068965517241
